No.;;;;;Load;Member Load Parameters;;;;;;;;;;;;;;;;;;
;Assigned to Members No.;Load Type;Load Distribution;Coordinate System;Direction;p [kN/m];;;;;;;;;;;;;;;;;Options;Comment
44;39;Force;Varying;3 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 25.000, -4.000 m | 19.553, 25.000, -3.106 m | 20.000, 24.000, -4.000 m;W_L;;;;;;;;;;;;;;;;;;;
45;224;Force;Varying;3 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 25.000, -4.000 m | 19.553, 25.000, -3.106 m | 20.000, 24.000, -4.000 m;W_L;;;;;;;;;;;;;;;;;;;
46;225;Force;Varying;3 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 25.000, -4.000 m | 19.553, 25.000, -3.106 m | 20.000, 24.000, -4.000 m;W_L;;;;;;;;;;;;;;;;;;;
47;37;Force;Varying;3 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 25.000, -4.000 m | 19.553, 25.000, -3.106 m | 20.000, 24.000, -4.000 m;W_L;;;;;;;;;;;;;;;;;;;
48;38;Force;Varying;3 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 25.000, -4.000 m | 19.553, 25.000, -3.106 m | 20.000, 24.000, -4.000 m;W_L;;;;;;;;;;;;;;;;;;;
49;41;Force;Varying;3 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 25.000, -4.000 m | 19.553, 25.000, -3.106 m | 20.000, 24.000, -4.000 m;W_L;;;;;;;;;;;;;;;;;;;
50;42;Force;Varying;3 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 25.000, -4.000 m | 19.553, 25.000, -3.106 m | 20.000, 24.000, -4.000 m;W_L;;;;;;;;;;;;;;;;;;;
51;220;Force;Varying;3 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 25.000, -4.000 m | 19.553, 25.000, -3.106 m | 20.000, 24.000, -4.000 m;W_L;;;;;;;;;;;;;;;;;;;
52;221;Force;Varying;3 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 25.000, -4.000 m | 19.553, 25.000, -3.106 m | 20.000, 24.000, -4.000 m;W_L;;;;;;;;;;;;;;;;;;;
53;222;Force;Varying;3 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 25.000, -4.000 m | 19.553, 25.000, -3.106 m | 20.000, 24.000, -4.000 m;W_L;;;;;;;;;;;;;;;;;;;
54;223;Force;Varying;3 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 25.000, -4.000 m | 19.553, 25.000, -3.106 m | 20.000, 24.000, -4.000 m;W_L;;;;;;;;;;;;;;;;;;;
55;34;Force;Varying;3 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 25.000, -4.000 m | 19.553, 25.000, -3.106 m | 20.000, 24.000, -4.000 m;W_L;;;;;;;;;;;;;;;;;;;
56;35;Force;Varying;3 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 25.000, -4.000 m | 19.553, 25.000, -3.106 m | 20.000, 24.000, -4.000 m;W_L;;;;;;;;;;;;;;;;;;;
57;36;Force;Varying;3 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 25.000, -4.000 m | 19.553, 25.000, -3.106 m | 20.000, 24.000, -4.000 m;W_L;;;;;;;;;;;;;;;;;;;
58;40;Force;Varying;3 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 25.000, -4.000 m | 19.553, 25.000, -3.106 m | 20.000, 24.000, -4.000 m;W_L;;;;;;;;;;;;;;;;;;;
59;214;Force;Varying;3 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 25.000, -4.000 m | 19.553, 25.000, -3.106 m | 20.000, 24.000, -4.000 m;W_L;;;;;;;;;;;;;;;;;;;
60;215;Force;Varying;3 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 25.000, -4.000 m | 19.553, 25.000, -3.106 m | 20.000, 24.000, -4.000 m;W_L;;;;;;;;;;;;;;;;;;;
61;216;Force;Varying;3 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 25.000, -4.000 m | 19.553, 25.000, -3.106 m | 20.000, 24.000, -4.000 m;W_L;;;;;;;;;;;;;;;;;;;
62;217;Force;Varying;3 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 25.000, -4.000 m | 19.553, 25.000, -3.106 m | 20.000, 24.000, -4.000 m;W_L;;;;;;;;;;;;;;;;;;;
63;218;Force;Varying;3 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 25.000, -4.000 m | 19.553, 25.000, -3.106 m | 20.000, 24.000, -4.000 m;W_L;;;;;;;;;;;;;;;;;;;
64;219;Force;Varying;3 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 25.000, -4.000 m | 19.553, 25.000, -3.106 m | 20.000, 24.000, -4.000 m;W_L;;;;;;;;;;;;;;;;;;;
65;63;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
66;180;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
67;199;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
68;67;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
69;206;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
70;225;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
71;63;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
72;64;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
73;65;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
74;66;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
75;67;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
76;102;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
77;113;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
78;118;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
79;128;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
80;147;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
81;154;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
82;173;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
83;180;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
84;206;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
85;4;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
86;5;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
87;13;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
88;14;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
89;19;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
90;20;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
91;25;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
92;26;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
93;31;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
94;32;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
95;37;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
96;38;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
97;53;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
98;54;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
99;55;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
100;56;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
101;57;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
102;58;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
103;59;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
104;60;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
105;61;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
106;62;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
107;104;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
108;105;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
109;106;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
110;107;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
111;109;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
112;110;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
113;111;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
114;112;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
115;113;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
116;114;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
117;115;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
118;116;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
119;117;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
120;118;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
121;121;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
122;122;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
123;123;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
124;130;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
125;131;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
126;132;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
127;133;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
128;135;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
129;142;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
130;143;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
131;144;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
132;145;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
133;146;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
134;147;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
135;156;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
136;157;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
137;158;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
138;159;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
139;161;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
140;168;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
141;169;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
142;170;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
